Candidate,Gender ,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?
David McDevitt,0,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.5100002,,No,White,Yes,No,No,Yes,No,No,,No,No,,,,No,No,,No,,,
Dorothy Gasque,1,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.5100002,,No,White,Yes,No,No,No,Yes,No,,No,No,,,,Yes,Yes,,No,,,
Martin Hash,0,WA,U.S. House Washington District 3,Representative,Regular,8/7/18,Lost,None,None,-8.5100002,,No,White,No,No,No,No,Yes,No,,No,No,,,,No,No,,No,,,
Christine Brown,0,WA,U.S. House Washington District 4,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-25.08,,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Lisa Brown,1,WA,U.S. House Washington District 5,Representative,Regular,8/7/18,Advanced,None,On the Ballot,-14.81,,Yes,White,No,No,Yes,No,No,No,Yes,Yes,Yes,,,,,,,Yes,,,
Jason Rittereiser,0,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,0.12,,No,White,No,No,No,No,No,No,,No,Yes,,,,Yes,,,Yes,,,
Kim Schrier,1,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Advanced,None,On the Ballot,0.12,,Yes,White,No,No,No,No,Yes,No,,Yes,Yes,,,,No,,,No,,,
Shannon Hader,1,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,0.12,,No,White,No,No,No,Yes,Yes,No,,No,Yes,,,,No,,,No,,,
Thomas Cramer,0,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,0.12,,No,White,No,No,No,No,No,No,,No,No,,,,No,,,No,,,
Kendra Fershee,1,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-40.41,47.240002,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Ralph Baxter,0,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Lost,None,None,-40.41,38.119999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Tom Payne,0,WV,U.S. House West Virginia District 1,Representative,Regular,5/8/18,Lost,None,None,-40.41,14.64,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,
Aaron Scheinberg,0,WV,U.S. House West Virginia District 2,Representative,Regular,5/8/18,Lost,None,None,-35.330002,37.43,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,
Talley Sergent,1,WV,U.S. House West Virginia District 2,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-35.330002,62.57,Yes,White,No,No,No,No,No,Yes,,,,,,,,,,,,No,
Janice Hagerman,1,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,-47.48,7.2399998,No,White,No,No,No,No,No,No,,,,,,,,,,,No,No,
Paul Davis,0,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,-47.48,15.96,No,White,No,No,No,No,No,No,,,,,,,,,,,No,No,
Richard Ojeda,0,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-47.48,52.16,Yes,Nonwhite,Yes,No,Yes,No,No,No,,,,,,,,,,,Yes,Yes,
Shirley Love,0,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,-47.48,24.639999,No,White,No,No,No,No,No,No,,,,,,,,,,,No,No,
